,Player,Team,Position,FPts,GP,GS,Min,G,GOF,A,KP,ABS,AFKG,AHW,AOG,APL,APKG,AR,ASOP,S,SOT,SOP,SB,Tk,TkW,TLM,Tu,DIS,PLC,FC,FS,ErS,ErG,YC,RC,RCR,HB,Pen,DP,Off,PA,AP,SFTP,C,AC,ACNC,CF,CK,CIB,CF.1,CC,FKS,Int,IntB,CLRA,CLR,CoA,CoS,CSLM,BC,BS,DW,DL,AER,AERL,BCC,BCM,BCS,BR,FKG,FKM,PL,LB,LBA,SubOn,SubOff,PKG,PKA,PKM,PKD,OG,GAO,SAO,CS,CS.1,MCS,CSD,Date
865,Bjorn Engels,AVL,D,4.34,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,73,67,9,0,0,0,0,0,0,0,0,0,4,2,4,4,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,7,8,5,0,0,0,0,0,0,0,1,22,0,0,0,0,2019-08-31
866,Jack Grealish,AVL,"M,F",4.32,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,2,6,3,4,0,0,1,0,0,0,0,0,0,33,31,11,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,3,6,7,0,2,0,0,0,1,0,0,6,2,1,0,0,0,0,0,0,0,1,22,0,0,0,0,2019-08-31
867,Philip Billing,BOU,M,4.32,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,4,5,28,2,1,0,0,1,0,0,0,0,0,0,54,41,8,0,0,0,0,0,0,0,0,0,2,0,2,2,6,5,0,0,1,12,11,3,1,0,0,0,11,0,0,28,4,2,0,0,0,0,0,0,0,3,15,0,0,0,0,2019-08-31
868,James Ward-Prowse,SOU,"M,F",4.28,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,1,0,0,0,31,24,6,4,1,0,3,2,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,3,0,0,10,5,3,0,0,0,0,0,0,0,1,21,0,0,0,0,2019-08-31
869,Neal Maupay,BHA,F,4.26,1,1,66,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,2,4,0,1,0,0,0,0,0,0,0,0,0,13,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,3,12,0,0,0,0,2019-08-31
870,Moritz Leitner,NOR,M,4.18,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,21,1,0,0,0,0,0,0,0,0,0,0,88,74,19,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,4,7,1,0,0,0,0,7,0,0,21,6,3,0,0,0,0,0,0,0,2,18,0,0,0,0,2019-08-31
871,Steve Cook,BOU,D,4.08,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,36,29,0,0,0,0,0,0,0,0,0,0,5,1,4,4,0,0,0,1,1,5,0,3,0,0,0,0,7,0,0,7,7,4,0,0,0,0,0,0,0,3,15,0,0,0,0,2019-08-31
872,Jack OConnell,SHU,D,4.04,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,51,42,7,1,0,0,1,0,0,1,0,0,3,1,4,4,1,0,0,0,0,6,3,5,0,0,0,0,5,0,0,11,9,4,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-08-31
873,Nemanja Matic,MUN,M,4.0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,30,25,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-31
874,Martin Kelly,CRY,D,3.98,1,1,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,1,0,2,0,4,4,0,0,0,0,0,1,2,1,1,0,0,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,9,1,1,79,1,2019-08-31
875,Max Aarons,NOR,D,3.94,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,3,19,1,1,0,0,1,0,0,0,0,0,0,32,27,5,2,0,0,2,0,0,1,0,0,0,0,2,2,10,6,0,1,0,8,8,0,0,1,0,0,6,0,0,19,1,0,0,0,0,0,0,0,0,2,18,0,0,0,0,2019-08-31
876,Angelo Ogbonna,WHU,D,3.9,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,25,20,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,1,2,0,0,0,7,0,0,6,5,3,0,0,0,0,0,0,0,0,8,1,1,90,1,2019-08-31
877,Fikayo Tomori,CHE,D,3.88,1,1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,99,94,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,5,1,1,1,0,0,0,4,0,0,5,6,3,0,0,0,0,0,0,0,2,9,0,0,0,0,2019-08-31
878,Adam Webster,BHA,D,3.88,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,76,69,4,0,0,0,0,0,0,0,2,0,1,0,5,5,1,1,0,0,0,5,3,2,1,0,0,0,5,0,0,9,5,3,0,0,0,0,0,0,0,4,15,0,0,0,0,2019-08-31
879,Neil Taylor,AVL,D,3.82,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,12,1,1,0,0,1,0,0,0,0,0,0,29,21,4,2,0,0,2,0,0,0,1,0,2,0,3,3,0,0,0,0,1,4,2,0,0,0,0,0,3,0,0,12,6,1,0,0,0,0,0,0,0,1,22,0,0,0,0,2019-08-31
880,Isaac Success,WAT,F,3.8,1,0,19,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-08-31
881,John Lundstram,SHU,"D,M",3.76,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,49,38,7,0,0,0,0,0,0,0,0,0,5,0,1,1,2,1,0,0,0,2,8,0,2,0,0,0,7,0,0,12,9,6,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-08-31
882,Harry Wilson,BOU,M,3.76,1,1,64,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,10,1,0,0,0,0,0,0,0,0,0,0,22,18,5,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,10,1,1,0,1,0,0,0,0,0,2,9,0,0,0,0,2019-08-31
883,Matthew Lowton,BUR,D,3.7,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,23,2,1,0,0,0,0,0,0,0,0,0,42,25,6,1,0,0,1,0,0,0,0,0,3,0,2,2,0,0,0,0,0,2,6,1,0,0,0,0,8,0,0,23,17,7,0,0,0,0,0,0,0,3,16,0,0,0,0,2019-08-31
884,Chris Wood,BUR,F,3.68,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,9,1,1,0,0,0,0,0,0,0,0,3,14,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,11,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,3,16,0,0,0,0,2019-08-31
885,Kyle Walker,MCI,D,3.62,1,1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1,0,0,0,0,0,0,0,0,0,0,64,56,12,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,12,8,4,0,0,0,0,0,0,0,0,6,1,1,90,1,2019-08-31
886,Harvey Barnes,LEI,M,3.48,1,1,71,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,7,1,0,0,0,0,0,0,0,0,0,0,17,14,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,1,2,0,0,0,5,0,0,7,1,1,0,1,0,0,0,0,0,1,7,0,0,0,0,2019-08-31
887,Mason Greenwood,MUN,F,3.44,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-31
888,Che Adams,SOU,F,3.44,1,1,62,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,14,12,6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,6,2,5,0,1,0,4,0,0,7,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,2019-08-31
889,Dominic Solanke,BOU,F,3.4,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,14,10,4,1,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,9,1,1,1,0,0,0,0,0,0,1,6,0,0,0,0,2019-08-31
890,Bernardo,BHA,D,3.4,1,1,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,13,10,3,1,1,1,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,2,2,0,0,1,0,0,2,0,0,8,1,1,0,1,0,0,0,0,0,3,12,0,0,0,0,2019-08-31
891,George Baldock,SHU,"D,M",3.28,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,11,1,1,0,0,0,0,0,0,0,0,0,28,19,3,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3,0,1,0,0,0,5,0,0,11,2,1,0,0,0,0,0,0,0,2,13,0,0,0,0,2019-08-31
892,Douglas Luiz,AVL,M,3.08,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0,4,1,1,0,0,1,0,0,0,0,0,0,32,29,5,0,0,0,0,0,0,0,1,1,1,0,3,3,0,0,0,1,0,5,4,2,0,0,0,0,1,0,0,4,6,5,0,1,0,0,0,0,0,0,18,0,1,0,0,2019-08-31
893,Jonny Evans,LEI,D,3.06,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,59,53,1,0,0,0,0,0,0,0,2,0,0,0,8,8,0,0,0,0,1,7,4,5,3,0,0,0,7,0,0,6,3,1,0,0,0,0,0,0,0,1,8,0,0,0,0,2019-08-31
894,Ben Osborn,SHU,M,3.06,1,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-08-31
895,Christian Kabasele,WAT,D,2.94,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,31,22,0,0,0,0,0,0,0,0,1,0,3,1,3,3,0,0,0,0,2,5,1,4,0,0,0,0,2,0,0,9,5,3,0,0,0,0,0,0,0,1,13,0,0,0,0,2019-08-31
896,Ben Mee,BUR,D,2.9,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,1,0,0,0,0,0,0,0,31,20,0,0,0,0,0,0,0,0,1,0,1,0,4,4,0,0,0,0,4,3,0,1,0,0,0,0,8,0,0,12,6,3,0,0,0,0,0,0,0,3,16,0,0,0,0,2019-08-31
897,Jefferson Lerma,BOU,M,2.88,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,15,1,1,0,0,1,0,0,0,0,0,0,56,44,11,0,0,0,0,0,0,0,0,0,4,0,1,1,3,3,0,0,0,5,2,0,0,0,0,0,9,0,0,15,8,5,0,0,0,0,0,0,0,3,15,0,0,0,0,2019-08-31
898,Jesse Lingard,MUN,"M,F",2.76,1,0,22,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,15,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-31
899,Pascal Gross,BHA,"M,F",2.74,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,8,7,2,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2019-08-31
900,Robert Snodgrass,WHU,M,2.68,1,0,19,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,17,14,6,2,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,5,2,0,1,0,0,0,0,0,0,0,3,0,0,19,0,2019-08-31
901,Jamaal Lascelles,NEW,D,2.6,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,43,30,3,0,0,0,0,0,0,0,0,0,2,1,5,5,2,1,0,0,1,3,4,2,2,0,0,0,9,0,0,16,3,2,0,0,0,0,0,0,0,1,13,0,0,0,0,2019-08-31
902,Victor Lindelof,MUN,D,2.58,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,65,54,5,0,0,0,0,0,0,0,1,0,1,0,5,5,0,0,0,2,0,9,2,8,2,0,0,0,11,0,0,13,7,4,0,0,0,0,0,0,0,1,10,0,0,0,0,2019-08-31
903,Andros Townsend,CRY,"M,F",2.56,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2019-08-31
904,Daryl Janmaat,WAT,D,2.56,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,0,16,2,0,0,0,0,0,0,0,0,0,0,41,33,12,2,0,0,2,0,0,1,1,0,1,0,2,2,0,0,0,1,2,2,4,1,0,0,0,0,6,0,0,16,8,3,0,0,0,0,0,0,0,1,13,0,0,0,0,2019-08-31
905,Aaron Lennon,BUR,M,2.42,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10,1,1,0,0,0,0,0,0,0,0,0,17,11,6,1,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,2,6,0,3,0,0,0,3,0,0,10,5,2,0,0,0,0,0,0,0,3,16,0,0,0,0,2019-08-31
906,Emil Krafth,NEW,D,2.4,1,1,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,31,25,3,2,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,2,0,0,1,0,0,0,0,0,1,7,0,0,0,0,2019-08-31
907,Alex Oxlade-Chamberlain,LIV,"M,F",2.38,1,0,19,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,21,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0,3,2,1,1,0,0,0,0,0,0,0,3,0,0,19,0,2019-08-31
908,Joshua King,BOU,"M,F",2.34,1,1,79,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,2,1,0,0,0,0,0,0,0,0,0,21,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,8,10,5,5,0,0,0,4,0,0,11,0,0,0,1,0,0,0,0,0,3,11,0,0,0,0,2019-08-31
909,Andre Gray,WAT,F,2.34,1,1,82,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,9,1,0,0,0,0,0,0,0,0,0,0,11,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,6,2,4,0,0,0,2,0,0,9,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,2019-08-31
910,Jan Bednarek,SOU,D,2.28,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,51,39,0,0,0,0,0,0,0,0,2,0,1,0,8,8,1,1,0,0,1,6,2,2,0,0,0,0,2,0,0,12,7,1,0,0,0,0,0,0,0,1,21,0,0,0,0,2019-08-31
911,Paul Dummett,NEW,D,2.28,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,55,39,6,0,0,0,0,0,0,1,1,0,3,0,1,1,1,0,0,2,2,7,5,6,3,0,0,0,5,0,0,17,8,1,0,0,0,0,0,0,0,1,13,0,0,0,0,2019-08-31
912,Keinan Davis,AVL,"M,F",2.16,1,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,4,3,1,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,2019-08-31
913,Tyrone Mings,AVL,D,2.12,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,54,46,4,1,0,0,1,0,0,0,3,0,1,1,7,7,0,0,0,0,2,1,3,1,2,0,0,0,4,0,0,10,5,2,0,0,0,0,0,0,0,1,22,0,0,0,0,2019-08-31
914,Jay Rodriguez,BUR,F,2.06,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,2019-08-31
915,Raheem Sterling,MCI,"M,F",2.02,1,1,90,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,14,1,0,0,0,0,0,0,0,0,0,0,34,26,10,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,7,0,2,1,0,0,4,0,0,14,1,0,0,0,0,0,0,0,0,0,6,1,1,90,0,2019-08-31
916,Dale Stephens,BHA,M,2.02,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,9,2,0,0,0,0,0,0,0,0,0,0,58,51,3,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,2,3,0,0,0,0,0,5,0,0,9,5,2,0,0,0,0,0,0,0,4,15,0,0,0,0,2019-08-31
917,Fernandinho,MCI,"D,M",1.84,1,0,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,45,42,2,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,1,3,0,2,0,0,0,0,5,0,0,3,3,1,1,0,0,0,0,0,0,0,6,0,0,53,0,2019-08-31
918,Ben Godfrey,NOR,"D,M",1.72,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,64,61,2,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,1,1,3,1,2,0,0,0,5,0,0,3,3,3,0,0,0,0,0,0,0,2,18,0,0,0,0,2019-08-31
919,Jota,AVL,"M,F",1.68,1,1,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,1,0,0,0,0,0,0,0,0,0,12,9,4,0,0,0,0,0,0,0,2,0,0,0,4,4,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,12,0,0,0,0,2019-08-31
920,Harry Maguire,MUN,D,1.68,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,64,59,11,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,4,2,3,2,0,0,0,6,0,0,6,3,2,0,0,0,0,0,0,0,1,10,0,0,0,0,2019-08-31
921,Lewis Dunk,BHA,D,1.68,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,1,0,0,1,0,0,0,0,0,0,100,84,3,0,0,0,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,9,0,0,20,11,3,0,0,0,0,0,0,0,4,15,0,0,0,0,2019-08-31
922,Willian,CHE,"M,F",1.66,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,23,9,1,0,0,1,0,0,1,0,0,1,0,0,0,3,3,0,0,0,4,0,1,0,0,0,0,2,0,0,6,2,1,1,0,0,0,0,0,0,1,4,0,0,0,0,2019-08-31
923,Trezeguet,AVL,"M,F",1.62,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,1,7,3,2,0,0,0,1,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,0,4,4,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2019-08-31
924,Lys Mousset,SHU,F,1.54,1,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2019-08-31
925,Gerard Deulofeu,WAT,"M,F",1.5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,7,5,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-08-31
926,Javier Manquillo,NEW,D,1.5,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2019-08-31
927,Ilkay Gundogan,MCI,M,1.38,1,0,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,22,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,0,0,21,0,2019-08-31
928,Craig Cathcart,WAT,D,1.38,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,8,1,0,0,0,1,0,0,0,0,0,0,50,44,1,0,0,0,0,0,0,0,0,0,1,0,5,5,1,0,0,0,1,6,4,3,0,0,0,0,6,0,0,8,5,1,0,0,0,0,0,0,0,1,13,0,0,0,0,2019-08-31
929,Nathaniel Chalobah,WAT,M,1.28,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,18,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-08-31
930,Maya Yoshida,SOU,D,1.1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,2019-08-31
931,Josip Drmic,NOR,F,1.1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,2019-08-31
932,Abdoulaye Doucoure,WAT,M,1.06,1,1,71,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,63,53,6,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,2,1,0,0,0,0,3,0,0,10,2,0,0,1,0,0,0,0,0,1,12,0,0,0,0,2019-08-31
933,Hamza Choudhury,LEI,M,1.06,1,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,18,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-08-31
934,Xherdan Shaqiri,LIV,"M,F",1.04,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,2019-08-31
